file_number,object_def_description,licence_number,application_status,latitude,longitude,premises_name,street_address,city,province,postal_code,address,public_notice_deadline,is_latest_version,licence_status,application_type,licence_type_en,application_status_fr,areas,address_id
1175455,NA,CRSA1205592,Authorized to Open,43.7187599873723,-79.4554599837658,Elevated Cannabis,3205 DUFFERIN ST,NORTH YORK,ON,M6A2T2,"3205 DUFFERIN ST, NORTH YORK, ON, M6A2T2",6/2/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80308021
1175471,NA,CRSA1204746,Authorized to Open,43.4154699991529,-80.5114900136886,DAB GLASS,685 FISCHER HALLMAN RD SUITE M,KITCHENER,ON,N2E4E9,"685 FISCHER HALLMAN RD SUITE M, KITCHENER, ON, N2E4E9",5/14/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,79795103
1176050,NA,CRSA1207212,Authorized to Open,44.2184545671219,-76.6443275566185,Star Buds Cannabis Co.,4507 BATH RD SUITE 5,AMHERSTVIEW,ON,K7N1A6,"4507 BATH RD SUITE 5, AMHERSTVIEW, ON, K7N1A6",7/2/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,86895
1176272,NA,CRSA1204816,Authorized to Open,44.6784398548804,-76.3965337500615,Olympia Cannabis Westport  (OC Westport),17 CHURCH STREET UNIT 1,WESTPORT,ON,K0G1X0,"17 CHURCH STREET UNIT 1, WESTPORT, ON, K0G1X0",6/5/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,79833282
1177984,NA,CRSA1208839,Authorized to Open,45.4047679078424,-75.7236462193723,Secret Garden Cannabis,1018 WELLINGTON ST W,OTTAWA,ON,K1Y2X9,"1018 WELLINGTON ST W, OTTAWA, ON, K1Y2X9",8/22/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,48782797
1179169,NA,CRSA1238457,Authorized to Open,48.4192309567794,-89.7306323283029,Green Mantle Cannabis,4744 HIGHWAY 11/17 BUILDING THREE,KAKABEKA FALLS,ON,P0T1W0,"4744 HIGHWAY 11/17 BUILDING THREE, KAKABEKA FALLS, ON, P0T1W0",6/28/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,116912718
1179436,NA,CRSA1205644,Authorized to Open,42.2481564244773,-83.0608107232018,The Cannabis Retail Store,5841 MALDEN RD UNIT 122,LASALLE,ON,N9H1S3,"5841 MALDEN RD UNIT 122, LASALLE, ON, N9H1S3",5/27/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80339046
1179802,NA,CRSA1205239,Authorized to Open,43.2515064808995,-79.8533741284406,ODYSSEY CANNABIS,22 TISDALE ST S. UNIT A,HAMILTON,ON,L8N 2V9,"22 TISDALE ST S. UNIT A , HAMILTON , ON , L8N 2V9",7/1/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81479443
1180085,NA,CRSA1191932,Authorized to Open,43.0151000120747,-82.3646100342109,Bogarts Cannabis Shop,1202 LAKESHORE RD UNIT A,SARNIA,ON,N7S2L2,"1202 LAKESHORE RD UNIT A, SARNIA, ON, N7S2L2",1/1/1900 12:00:00 AM,Y,Expired - Deemed to Continue,Change Application - Other Change(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,80036697
1180244,NA,CRSA1206438,Authorized to Open,50.0979759622169,-91.922691186787,Ideal Buds (Sioux Lookout),90 FRONT STREET,SIOUX LOOKOUT,ON,P8T 1B1,"90 FRONT STREET, SIOUX LOOKOUT, ON, P8T 1B1",2/15/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80711448
1180692,NA,CRSA1205172,Authorized to Open,43.1844399791138,-79.2522799685841,Sessions Cannabis,367 LAKE ST UNIT 3,ST CATHARINES,ON,L2N4H5,"367 LAKE ST UNIT 3, ST CATHARINES, ON, L2N4H5",5/28/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81296887
1180709,NA,CRSA1205729,Authorized to Open,43.8697600149874,-78.8498600194463,Northern Helm Cannabis,199 WENTWORTH ST W UNIT 9,OSHAWA,ON,L1J6P4,"199 WENTWORTH ST W UNIT 9, OSHAWA, ON, L1J6P4",6/15/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80384640
1181181,NA,CRSA1205556,Authorized to Open,43.9179800143083,-80.104850027759,THE GREEN CLOUD CANNABIS,281 BROADWAY UNIT 3,ORANGEVILLE,ON,L9W1L2,"281 BROADWAY UNIT 3, ORANGEVILLE, ON, L9W1L2",5/20/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80290584
1181638,NA,CRSA1205301,Authorized to Open,42.9348699855315,-80.2924999689183,Northern Leaf Cannabis Company,29 ALICE STREET,WATERFORD,ON,N0E1Y0,"29 ALICE STREET, WATERFORD, ON, N0E1Y0",6/22/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80142467
1181874,NA,CRSA1205329,Authorized to Open,43.0105923107349,-81.2422455414925,HOLY CANNABIS,1080 ADELAIDE ST N SUITE 9,LONDON,ON,N5Y2N1,"1080 ADELAIDE ST N SUITE 9, LONDON, ON, N5Y2N1",5/25/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80157407
1182015,NA,CRSA1172771,Authorized to Open,45.4264152942177,-75.6913325748167,CANNA CABANA,111 RIDEAU ST,OTTAWA,ON,K1N5X1,"111 RIDEAU ST, OTTAWA, ON, K1N5X1",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,24117495
1182081,NA,CRSA1208363,Authorized to Open,43.1584600187645,-79.2464999757924,Greener Grass Cannabis,75 KING ST,ST CATHARINES,ON,L2R3H6,"75 KING ST, ST CATHARINES, ON, L2R3H6",7/27/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81700187
1182165,NA,CRSA1205297,Authorized to Open,42.2449122669543,-83.0609169550387,Greentown,5994 MALDEN RD UNIT 3,LASALLE,ON,N9H1S8,"5994 MALDEN RD UNIT 3, LASALLE, ON, N9H1S8",6/2/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80140823
1182176,NA,CRSA1205295,Authorized to Open,43.8982799853656,-80.3148600367433,Cannabis stop Inc,25 MAIN ST S,GRAND VALLEY,ON,L9W5S8,"25 MAIN ST S, GRAND VALLEY, ON, L9W5S8",6/18/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80140711
1182263,NA,CRSA1205304,Authorized to Open,44.5374299839779,-78.7379499612087,High Supply Cannabis Co,21 FRANCIS STREET WEST,FENELON FALLS,ON,K0M 1N0,"21 FRANCIS STREET WEST, FENELON FALLS, ON, K0M 1N0",5/29/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80144888
1182640,NA,CRSA1205488,Authorized to Open,44.6836227800001,-79.4782093269999,Sessions Cannabis Orillia,30 DIANA DR,ORILLIA,ON,L3V8K8,"30 DIANA DR, ORILLIA, ON, L3V8K8",1/1/1900 12:00:00 AM,Y,Active,Change Application  - Legal Entity Change - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,44567450
1182712,NA,CRSA1206589,Authorized to Open,49.6887100067403,-83.6588099988451,Evergreen Leaf,631 FRONT STREET UNIT#01,HEARST,ON,P0L1N0,"631 FRONT STREET UNIT#01, HEARST, ON, P0L1N0",6/25/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80794465
1182793,NA,CRSA1205373,Authorized to Open,42.2397399797289,-83.1012700233149,The LaSalle Cannabis Company,791 FRONT RD UNIT B2,LASALLE,ON,N9J2A3,"791 FRONT RD UNIT B2, LASALLE, ON, N9J2A3",5/27/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81887150
1182880,NA,CRSA1206778,Authorized to Open,43.6589450677189,-79.3820937299612,FIRE & FLOWER CANNABIS CO.,378 YONGE ST,TORONTO,ON,M5B1S6,"378 YONGE ST, TORONTO, ON, M5B1S6",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,87573
1182962,NA,CRSA1205709,Authorized to Open,43.7350800138596,-79.6019299699003,COSMIC GARDENS,6620 FINCH AVE W UNIT 16 & 17,ETOBICOKE,ON,M9V 5H7,"6620 FINCH AVE W UNIT 16 & 17, ETOBICOKE, ON, M9V 5H7",5/31/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80688902
1183255,NA,CRSA1206338,Authorized to Open,45.4029800069532,-75.7005999589807,The Big Bamboo Cannabis Company,144 RENFREW AVE UNIT C1,OTTAWA,ON,K1S1Z8,"144 RENFREW AVE UNIT C1, OTTAWA, ON, K1S1Z8",6/15/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,91978394
1183852,NA,CRSA1205708,Authorized to Open,45.4002499791795,-75.6872200107608,ONE PLANT GLEBE,900 BANK ST UNIT 150,OTTAWA,ON,K1S3W6,"900 BANK ST UNIT 150, OTTAWA, ON, K1S3W6",7/27/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81208089
1184719,NA,CRSA1192675,Authorized to Open,45.0300999800815,-75.6329099720497,SPIRITLEAF KEMPTVILLE,304 COLONNADE DR UNIT 300,KEMPTVILLE,ON,K0G1J0,"304 COLONNADE DR UNIT 300, KEMPTVILLE, ON, K0G1J0",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,70582940
1184924,NA,CRSA1207563,Authorized to Open,43.7755406708782,-79.3451804463601,Tokyo Smoke Fairview,"1800 SHEPPARD AVE E, UNIT 2071",TORONTO,ON,M2J 5A7,"1800 SHEPPARD AVE E, UNIT 2071, TORONTO, ON, M2J 5A7",8/19/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81284520
1184932,NA,CRSA1205505,Authorized to Open,43.1738471290898,-79.7792217496394,Tokyo Smoke Rymal,2257 RYMAL RD E UNIT D1,STONEY CREEK,ON,L8J2V8,"2257 RYMAL RD E UNIT D1, STONEY CREEK, ON, L8J2V8",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,49167647
1185100,NA,CRSA1227512,Authorized to Open,44.6616339932733,-78.8007632556212,EIGHTH CANNABIS,6694 HWY 35 NORTH UNIT 3,COBOCONK,ON,K0M1K0,"6694 HWY 35 NORTH UNIT 3, COBOCONK, ON, K0M1K0",12/18/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,92244843
1185582,NA,CRSA1206211,Authorized to Open,43.6544300120577,-79.9340700078449,BODEGA BOYZ,68-78 MAIN ST N UNIT 2 & 3,GEORGETOWN,ON,L7G 3H5,"68-78 MAIN ST N UNIT 2 & 3, GEORGETOWN, ON, L7G 3H5",8/25/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80804209
1186181,NA,CRSA1205597,Authorized to Open,45.1367599913556,-74.4931800172167,Groove Cannabis Co.,6327 COUNTY RD 2 UNIT 3,SOUTH LANCASTER,ON,K0C2C0,"6327 COUNTY RD 2 UNIT 3, SOUTH LANCASTER , ON, K0C2C0",6/4/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81477337
1186630,NA,CRSA1205615,Authorized to Open,44.7432292667205,-81.1409425323732,Cannabis Grey Bruce,600 BERFORD ST,WIARTON,ON,N0H2T0,"600 BERFORD ST, WIARTON, ON, N0H2T0",8/10/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,24232269
1186686,NA,CRSA1207587,Authorized to Open,44.5363299849147,-78.7353700114113,EIGHTH CANNABIS,14 FRANCIS ST E UNIT 4,FENELON FALLS,ON,K0M1N0,"14 FRANCIS ST E UNIT 4, FENELON FALLS, ON, K0M1N0",7/27/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81610876
1187587,NA,CRSA1205665,Authorized to Open,45.357322461467,-75.9350692123127,Canna Cabana,836 MARCH ROAD UNIT B1,KANATA,ON,K2W 0C9,"836 MARCH ROAD UNIT B1, KANATA, ON, K2W 0C9",6/18/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80353435
1187605,NA,CRSA1210421,Authorized to Open,42.9465899816466,-81.2586899945786,Forest City Marijuana,100 BELMONT DR UNIT 4B,LONDON,ON,N6J3T4,"100 BELMONT DR UNIT 4B, LONDON, ON, N6J3T4",9/4/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,82912118
1187698,NA,CRSA1217449,Authorized to Open,43.2514294565756,-79.8418029970858,Blue Sage Cannabis,835 KING ST E,HAMILTON,ON,L8M1B1,"835 KING ST E, HAMILTON, ON, L8M1B1",10/14/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,105113
1187925,NA,CRSA1205832,Authorized to Open,45.1024899934896,-75.2286500275268,Olympia Cannabis Chesterville (OC Chesterville),3 KING ST,CHESTERVILLE,ON,K0C 1H0,"3 KING ST, CHESTERVILLE, ON, K0C 1H0",9/16/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80695353
1188006,NA,CRSA1213846,Authorized to Open,43.657015031675,-79.4343163685997,Fika Local Dufferin Mall,900 DUFFERIN ST UNIT 38,TORONTO,ON,M6H4A9,"900 DUFFERIN ST UNIT 38, TORONTO, ON, M6H4A9",11/2/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,84991816
1188072,NA,CRSA1206394,Authorized to Open,42.9457199820065,-81.4311700320948,Neat Cannabis Company,9952 GLENDON DR UNIT 4,KOMOKA,ON,N0L1R0,"9952 GLENDON DR UNIT 4, KOMOKA, ON, N0L1R0",7/9/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81925911
1188551,NA,CRSA1205774,Authorized to Open,43.1699592048301,-79.2509359629236,BUDSSMOKE,186 LAKE ST,ST CATHARINES,ON,L2R5Y9,"186 LAKE ST, ST CATHARINES, ON, L2R5Y9",6/11/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,97373
1189068,NA,CRSA1218145,Authorized to Open,43.7056599947185,-79.3618900325903,NULEEF CANNABIS,86 LAIRD DR,EAST YORK,ON,M4G3V1,"86 LAIRD DR, EAST YORK, ON, M4G3V1",10/28/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,86930746
1189153,NA,CRSA1205822,Authorized to Open,43.6548258348434,-79.4593464313002,PLUG CANNA6IS,1719 BLOOR ST W,TORONTO,ON,M6P1B2,"1719 BLOOR ST W, TORONTO, ON, M6P1B2",7/2/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,68543317
1189168,NA,CRSA1205820,Authorized to Open,43.6829092378671,-79.4199190176294,PLUG CANNA6IS,538 ST CLAIR AVE W,TORONTO,ON,M6C1A4,"538 ST CLAIR AVE W, TORONTO, ON, M6C1A4",7/27/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,268899
1189382,NA,CRSA1205842,Authorized to Open,43.1767834150446,-80.2793572797854,The Grass Hut Inc,245-265 KING GEORGE RD. UNIT 101B,BRANTFORD,ON,N3R 7N7,"245-265 KING GEORGE RD. UNIT 101B , BRANTFORD, ON , N3R 7N7",6/20/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81914787
1189573,NA,CRSA1205854,Authorized to Open,43.6536699829873,-79.3800699614827,Tokyo Smoke Eaton Centre,220 YONGE ST. UNIT H009,TORONTO,ON,M5B2H1,"220 YONGE ST. UNIT H009 , TORONTO , ON, M5B2H1",6/18/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81819633
1190465,NA,CRSA1206777,Authorized to Open,44.2307076,-76.4822692,FIRE & FLOWER CANNABIS CO.,75 BROCK ST,KINGSTON,ON,K7L1R8,"75 BROCK ST, KINGSTON, ON, K7L1R8",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,32847933
1190471,NA,CRSA1206776,Authorized to Open,45.429451301431,-75.6902013305729,FIRE & FLOWER CANNABIS CO.,129 YORK ST,OTTAWA,ON,K1N5T4,"129 YORK ST, OTTAWA, ON, K1N5T4",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,54511
1191036,NA,CRSA1206486,Authorized to Open,44.2493168157646,-76.5682158390312,One Plant Kingston,770 GARDINERS RD UNIT A005,KINGSTON,ON,K7M 3X9,"770 GARDINERS RD UNIT A005, KINGSTON, ON, K7M 3X9",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,67102748
1191233,NA,CRSA1207914,Authorized to Open,43.6975061579432,-79.4419778129435,TOKE CANNABIS,1554 EGLINTON AVE W,YORK,ON,M6E2G8,"1554 EGLINTON AVE W, YORK, ON, M6E2G8",7/23/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,44204639
1191239,NA,CRSA1208317,Authorized to Open,43.4876847363806,-79.9844830181678,Village Buds,30 CRAWFORD CRESCENT UNIT 1C,CAMPBELLVILLE,ON,L0P 1B0,"30 CRAWFORD CRESCENT UNIT 1C, CAMPBELLVILLE, ON, L0P 1B0",7/31/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,86355459
1191242,NA,CRSA1205976,Authorized to Open,45.2352600103408,-76.1808300373055,The Flower Pot,453 OTTAWA ST UNIT 2,ALMONTE,ON,K0A1A0,"453 OTTAWA ST UNIT 2, ALMONTE, ON, K0A1A0",6/22/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80697262
1191442,NA,CRSA1194893,Authorized to Open,44.0391417929401,-79.2974974125051,Tokyo Smoke,15301 HIGHWAY 48 UNIT 7,STOUFFVILLE,ON,L4A 3M1,"15301 HIGHWAY 48 UNIT 7, STOUFFVILLE, ON, L4A 3M1",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,80274640
1191491,NA,CRSA1206774,Authorized to Open,42.4330099869673,-82.2211300405772,FIRE & FLOWER CANNABIS CO.,877 ST CLAIR ST UNIT D8,CHATHAM,ON,N7L0E9,"877 ST CLAIR ST UNIT D8, CHATHAM, ON, N7L0E9",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,79482243
1191501,NA,CRSA1206773,Authorized to Open,43.6655451468347,-79.4094090971492,FIRE & FLOWER CANNABIS CO.,480 BLOOR ST W,TORONTO,ON,M5S1X8,"480 BLOOR ST W, TORONTO, ON, M5S1X8",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,40915468
1191525,NA,CRSA1206772,Authorized to Open,43.6977393424895,-79.5024570837035,FIRE & FLOWER CANNABIS CO.,1542 JANE ST UNIT 4,NORTH YORK,ON,M9N2R5,"1542 JANE ST UNIT 4, NORTH YORK, ON, M9N2R5",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,44723878
1191535,NA,CRSA1206771,Authorized to Open,43.7214528348434,-79.5103159823706,FIRE & FLOWER CANNABIS CO.,1616 WILSON AVE UNIT 1,NORTH YORK,ON,M3L1A3,"1616 WILSON AVE UNIT 1, NORTH YORK, ON, M3L1A3",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64510504
1191689,NA,CRSA1191633,Authorized to Open,43.2325992072952,-79.7400925355842,BUDZYS,298 GRAYS RD UNIT 5,HAMILTON,ON,L8E1V5,"298 GRAYS RD UNIT 5, HAMILTON, ON, L8E1V5",1/1/1900 12:00:00 AM,Y,Active,Change Application - Other Change(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,80527020
1191713,NA,CRSA1206023,Authorized to Open,44.0420151873935,-77.737589498945,BONNEFIRE,23 MAIN ST,BRIGHTON,ON,K0K1H0,"23 MAIN ST, BRIGHTON, ON, K0K1H0",12/14/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,92951319
1191944,NA,CRSA1206042,Authorized to Open,43.1390500036716,-80.2637300082779,GANJA GARDEN,18 MARKET ST UNIT A,BRANTFORD,ON,N3T 2Z5,"18 MARKET ST UNIT A, BRANTFORD, ON, N3T 2Z5",9/9/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80703407
1191955,NA,CRSA1206043,Authorized to Open,43.4331882533617,-80.4483527616133,GANJA GARDEN,2399 KINGSWAY DR UNIT 5,KITCHENER,ON,N2C1A5,"2399 KINGSWAY DR UNIT 5, KITCHENER, ON, N2C1A5",7/24/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,214188
1192004,NA,CRSA1206770,Authorized to Open,43.6655768412488,-79.3808376567894,FRIENDLY STRANGER,501 CHURCH ST UNIT 4B,TORONTO,ON,M4Y2C6,"501 CHURCH ST UNIT 4B, TORONTO, ON, M4Y2C6",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,44024121
1192008,NA,CRSA1206769,Authorized to Open,43.9052206296463,-78.8562621955825,FRIENDLY STRANGER,204 RITSON RD N SUITE C5.5,OSHAWA,ON,L1G0B2,"204 RITSON RD N SUITE C5.5, OSHAWA, ON, L1G0B2",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,48250262
1192103,NA,CRSA1206767,Authorized to Open,43.3262253517569,-79.8276848141802,Friendly Stranger,1025 & 1059 PLAINS RD E UNIT 3,BURLINGTON,ON,L7T4K1,"1025 & 1059 PLAINS RD E UNIT 3 , BURLINGTON , ON , L7T4K1",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,50821154
1192112,NA,CRSA1247046,Authorized to Open,43.6804613953831,-79.3122563414798,Pot Palace Cannabis Company,1908 GERRARD ST E UNIT B,TORONTO,ON,M4L2C1,"1908 GERRARD ST E UNIT B, TORONTO, ON, M4L2C1",5/24/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,100610712
1192114,NA,CRSA1206830,Authorized to Open,43.9672299818915,-78.2726499802771,CANNABIS XPRESS,5 QUINLAN DR UNIT B,PORT HOPE,ON,L1A4H4,"5 QUINLAN DR UNIT B, PORT HOPE, ON, L1A4H4",6/11/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80905223
1192242,NA,CRSA1206752,Authorized to Open,43.6551914923539,-79.4184868920307,FRIENDLY STRANGER,717 COLLEGE ST,TORONTO,ON,M6G1C2,"717 COLLEGE ST, TORONTO, ON, M6G1C2",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64512430
1192250,NA,CRSA1206751,Authorized to Open,43.3548773989245,-80.2873874001195,FRIENDLY STRANGER,200 FRANKLIN BLVD UNIT F39,CAMBRIDGE,ON,N1R8N8,"200 FRANKLIN BLVD UNIT F39, CAMBRIDGE, ON, N1R8N8",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64494364
1192291,NA,CRSA1206750,Authorized to Open,44.6089227395544,-79.4179545500139,HAPPY DAYZ,69 MISSISSAGA ST E,ORILLIA,ON,L3V1V4,"69 MISSISSAGA ST E, ORILLIA, ON, L3V1V4",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,44470939
1192298,NA,CRSA1206749,Authorized to Open,43.6720091579432,-79.470536594235,FIRE & FLOWER CANNABIS CO.,1980 ST CLAIR AVE W F108,TORONTO,ON,M6N0A3,"1980 ST CLAIR AVE W F108, TORONTO, ON, M6N0A3",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,67365373
1192513,NA,CRSA1206086,Authorized to Open,43.2545205642564,-79.8775033759592,QUEEN GEORGE CANNABIS,140 CAROLINE ST S,HAMILTON,ON,L8P3K8,"140 CAROLINE ST S, HAMILTON, ON, L8P3K8",5/26/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,24133195
1192886,NA,CRSA1207534,Authorized to Open,44.3671398,-79.6627796,Graffiti Cannabis Co.,393 YONGE ST UNIT 2,BARRIE,ON,L4N4C9,"393 YONGE ST UNIT 2, BARRIE, ON, L4N4C9",7/30/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,33368830
1193743,NA,CRSA1206262,Authorized to Open,43.0272749877906,-82.258438020368,Pop's Cannabis Brights Grove,2600 LAKESHORE RD UNIT 9,BRIGHT'S GROVE,ON,N0N1C0,"2600 LAKESHORE RD UNIT 9, BRIGHT'S GROVE, ON, N0N1C0",6/2/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80632484
